category,key,values
Laundry Detergent,Net content,"['96 Count', '150 Fluid Ounces', '82.5 Fl Oz', '50 oz', '100 Fluid Ounces', '96 Fl Oz', '22 oz', '100 Oz', '32oz', '53.5 Fl Oz', '10.6 Ounce', '18 oz', '1 Gallon', '64 oz', '122.5 oz', '81 Count', '65 Oz', '42 Count', '120', '3 Count', 'Gallon', '22 fl oz', '100 fl oz', '50 Fl oz', '43.75 Fl oz', '200 fl. o', '62 Count', '75 Count', '72 Count', '46 oz', '21.5 fl oz (636 ml)', '5 lb', '6 Ounce', '96 Fl Oz', '168 ct', '24 Fl Oz ', '40 Fl Oz', '30 oz', '18 oz', '16 oz', '40 Oz', '22 Fl Oz', '75 Ounce', '2 oz', '40 Count', '100 Fluid Ounces', '24 oz', '75oz', '16-Ounce', '55 oz', '93 Ounce', '640 fl. oz', '6.2 Oz', '33.3 Fl Oz', '150 Fl oz', '150 fl oz', '60 Fl Oz', '20 Fl Oz', '96 Fl Oz', '12-Ounce', '46 Ounce', '100 Fl Oz', '50 Fl Oz', '45 Count', '53.5 Fluid Ounces', '25 Ounce', '8.7 oz', '100 Ounce', '30.3 oz', '22 oz', '100 Fl Oz', '7 Oz (200g) Each', '61.25 Fl oz', '58Count', '2 Count, 75 fl oz Each', '64 oz', '128 oz', '2 lb', '32 oz', '35 count', '30 Count', '42 Count', '48 Fluid Ounce', '3 lbs', '96 Fl Oz', '120 count', '12 Ounce', '150 Fluid Ounces', '6.2 oz', '16 Oz', '50 oz', '210 Fl oz', 'Half Gallon (64 OZ)', '122.5 Fl oz', '5 lbs', '12 Fl. oz', '100 oz', '95 Ounce', '50 Fl Oz', '2 Lbs', '16 Oz/Box', '150 Fluid Ounces', '92 fl oz', '72 Count', '64 oz', '64 fl oz', '16 Fl Oz', '14.8 Ounce', '35.5 Fluid Ounce', '100 oz', '24 Ounce', '5 gal Capacity', '60 oz', '1 Fl Oz', '22 oz', '17.6 oz', '1 lb', '53.5 Ounces', '25 Ounces', '64 oz', '95 Ounce']"
Laundry Detergent,Load size,"['96 Loads', '110 Loads', '64 Loads', '128 loads', '300 Loads', '32 Loads', '720 Loads', '32 Loads', '1-Load', '110 Loads', '64 Loads', '32 Loads', '25 Loads', '128 loads', '100 Loads', '106 Loads', '64 Loads', '146 Loads', '100 Loads', '96 Loads', '110 Loads', '67 Loads', '50 Loads', '128 Loads', '50 Loads', '66 Loads', '50 loads', '63 loads', '64 Loads', '35 Loads', ' 232 Total Loads', '96 Total Loads', '52 load bag', '128 loads', '115 Loads', '110 Loads', '33 Loads', '140 Loads', '70 Loads', '150 Loads', '68 Loads', '33 HE Loads', '96 Loads', '59 Loads', '66 Loads', '48 Loads', '50 Loads', '66 HE Loads', '66 Loads', '16 Loads', '128 Loads']"
Laundry Detergent,Color,"['Blue', 'Green', 'Blue', 'Clear', 'Orange']"
Laundry Detergent,Specific uses,"['Dark Protect', 'Sport', 'Stain Remover', 'Fabric Care Wash', 'Laundry Scent Booster', 'Stain Remover', 'Detergent Booster', 'Instant Stain Remover', 'Stain & Odor Remover', 'Pre-Treat Laundry Stain Remover', 'Stain Remover', 'Multi-Purpose Cleaner', 'Stain Remover', 'Stain Remover with Bleach', 'Laundry Scent Booster', 'Stain Remover', 'Color Remover', 'Clean Scentsations in-Wash Scent Booster', 'FSR Fiberglass Stain Remover', 'Super Washing Soda Detergent Booster & Household Cleaner', 'Stain Remover', 'Stainlifter Fights Tough Stains', 'Stain Remover', 'Stain Fighter', 'Spot Cleaner', 'Stain Lifter', 'In-Wash Scent Booster', 'Cleaning Solution', 'Stain Remover for Clothes', 'Designed for Activewear', 'Catfish Bait', 'Odor Blasters', 'Stain Remover', 'Multi-Purpose Cleaner', 'for Standard and HE Washers', 'Versatile Stain Remover', 'Stain Remover', 'Deodorizer', 'Odor Blasters', 'Versatile Stain Remover', 'Stain Remover', 'He Turbo', 'Organic', 'Detergent Booster', 'Regular & HE Washers', 'Stain Remover', 'in-Wash Scent Booster', 'Stain', 'Stain Remover', 'Stain Remover', 'Vanish Oil Stain Remover', 'Multi-Purpose Cleaner']"
Laundry Detergent,Skin type,"['Sensitive Skin', 'Sensitive Skin', 'Sensitive Skin', 'Sensitive Skin', 'Sensitive Skin', 'Sensitive Skin', 'Sensitive Skin', 'Made for Sensitive Skin', 'Sensitive Skin']"
Laundry Detergent,Pack size,"['Pack of 4', '9 Piece', 'Pack of 2', '2 pack', '2 pk', 'Pack of 2', '1 pack', 'Pack of 1', 'Pack of 2', '3-Pack', 'Pack 4', 'Pack of 2', 'Pack of 1', '4 pack', 'Pack of 1', '2 pk', 'Pack of 2', 'Pack of 2', '3 Bars', 'Pack of 4', 'Pack of 2', '2 pack', 'Pack of 3', 'Pack of 3', '2 pk', '2 Pack', 'Pack of 2', 'Pack of 2', '2 pk', '2 pk', 'Pack of 6', 'Pack of 2']"
Safety Mask,Brand,"['ABG Accessories', 'Contraband Sports', 'BASE CAMP', 'SfAVEreak', 'WeCare', 'Perry Ellis', 'EnerPlex', '3M', 'Comix', 'TCP Global', 'unik', 'Pink Princess', 'kensie', 'Buttonsmith', 'Bigox', 'TCP Global Salon World Safety', 'GelConnie', 'Swiss Eagle', 'Lacoste', 'Jointown', 'PALE MALE BOX', 'Hanes', 'No Nonsense', 'Aniwon', 'ABG Accessories', 'California Design Den', 'Masker-AID', 'Indie Ridge', 'Pink Princess', 'Archer MedTech', 'OUBA', 'Perry Ellis', 'Tommie Copper', 'Indotribe', 'PALE MALE BOX', 'Blitzby', 'Coolha', 'Pink Princess', 'BAIANDA', 'Snoozies', 'ililily', 'unisex', 'EnerPlex', 'DIOLV', 'Assacalynn', 'The Revival Kids Mask by coRevival', 'Zubrex', 'BASE CAMP', 'Simlu', 'Perry Ellis', 'CIKIShield', 'Bloch', 'Biwisy', 'Badger Smith', 'Indie Ridge', 'Craft & Soul Mattana', 'FLTR', 'WeCare', 'ABG Accessories', 'sckang', 'HY', 'coRevival', 'Morus Studio', 'TRAVLEISURE', 'Halo Life', 'Thera Plus', 'Halyard Health', 'Sheal', 'RZ Mask', 'Hanes', 'Kaptin', 'SCAPES UNTOLD BEAUTY', 'Evild', 'Comix', 'Under Armour', 'TCP Global', 'Cate & Levi', 'eZthings', 'Halo Life', 'kensie', 'PALE MALE BOX', 'Stylore', 'Parquet', 'Wecolor', 'TRAVLEISURE', 'Pink Princess', 'Safe+Mate x Case-Mate', 'WMS Wisconsin Medical Supplies', 'Pink Princess', 'Pitta Mask', 'Badger Smith', 'WeCare', 'Blu Horn', 'Under Armour', 'ABG Accessories', 'HALYARD', 'DXLOVER', 'MCR Medical', 'Sheal', 'Auliné Collection', 'Weddingstar', 'Under Armour', 'Weddingstar', 'TCP Global Salon World Safety', 'The Finest Life', 'GILL', 'Weddingstar', 'Weddingstar', 'Lanier Wellness', 'ililily', 'Gildan', 'Medi+Sons Supply', 'Comix', 'Breathe Healthy', 'Blue Bear Protection', 'Crayola', 'MCR Medical']"
Safety Mask,Gender,"[""Boys'"", ""Women's"", 'Unisex', 'Girls', 'Men and Women', 'Unisex', 'Unisex', 'unisex', 'Men & Women', 'Women', ""Boys'"", 'Women, Men', 'Unisex', 'Unisex', 'Women', 'Men', 'Women', 'Women', 'Unisex', 'Unisex', ""Girls'"", 'unisex', 'Unisex', 'Women and Girls', ""Women's"", 'Boys’', 'Women', 'Girls', ""Girls'"", 'Women']"
Safety Mask,Net content,"['3-pack', '4pk', '1 Pack', '50Pcs', '50 Pack', 'Pack of 3', '3-Pack', 'Pack of 100', '3 Boxes (150 Masks)', '3 Pack', '2-Piece', '3 Pack', '50Pcs', '50', '1pcs', 'PACK OF 4', '50pcs', '4 Pack', '5 pcs', '3-pack', 'Pack of 50', 'Pack of 50', 'Pack of 5', '4 Pcs', '6 Pcs', '3-pack', 'Pack of 3', '10 PCS', '20PC', '6', '6 Pack', 'Pack of 3', '2-Pack', '1 pack', '3-pack', '9 Pack', '50 PCS', '3-Pack', '50 Pcs', '50pcs', '2-Pack', '50 Pcs', '12 Pack', '6 Pack', 'Pack of 3', '8pcs', '5 Pack', 'Pack of 3', '50pcs', 'Pack of 6', '20 Masks Pieces per Pack', '50 Piece Pack', '50', '3-Pack', '50 Pcs', 'Pack of 100', '2-Pack', '50CT', '50 Per Box', '100PCS', 'Pack of 10', '5Pcs', '10 Pack', 'Pack of 100', '50', '2-Piece', '2PCS', 'Pack of 5', '12 Pack', '100 Pcs', '6 Pack', '7 Pieces', '1 Pack (50 PCs)', '50pcs', 'Set of 2 (3 sheets x 2 sets)', 'Pack of 3', '50 Pack', '3 Pack', 'Box of 25', '50 Pack/Box', '100 Pack', '1 PK', 'Pack of 50', '20PCS', '50', '30', 'Pack of 2', '50 pack', 'Mix1-5Pack', '48 Pack', '3 Pack', 'Pack of 50', '5 Pcs', 'Pack of 1', '5']"
Safety Mask,Mask type,"['Fashionable Protection', 'Sport Face Cover / Sport Mask', 'Dust', 'Non-Surgical Safety', 'Paint Spray Resp', 'Protective PPE', 'Cloth', 'Fabric', 'Protective PPE', 'Wind Protective Anti-Dust Outdoor Sports', 'Outdoor', 'Mouth Cover', 'Mouth Cover', 'Fashion Protective', 'Cloth', 'Bandana', 'Water Repellent Pleated Style', 'Handkerchief', 'Protection', 'Dust', 'Fabric', 'Cloth', 'Over Head', 'Seamless Headwear', 'Protective', 'CPR Emergency Face Shield with One-Way Valve Breathing Barrier for First Aid or AED Training', 'Fashion Protective', 'Pleated', 'Community Wear', 'Cloth', 'Water Repellent Pleated Style', 'Cloth', 'Bandanas face scarf', 'Costume mask', 'Model FC1201F', 'Cloth', 'Mouth and Nose Cover', 'Non-Surgical Safety', 'Protective', 'Fashion', 'Cloth', 'Lightweight Breathable Protective Anti-Dust Facial Masks Health School Office', 'CPR Training Bag Valve Mask (BVM)', 'M Cross Mask', 'Cloth', 'Fabric', 'Warm Face Protection for Outdoor', 'Bandanas', 'Face Protection', 'Mouth Cover Mask for Home, Park, Office', 'Soft Stretch', 'Reversible', 'Seamless Headwear', 'Fabric Cloth', 'General Purpose', 'Fabric', 'General Use', 'Safety', 'Cloth', 'Cloth', 'Medical', 'Lite One Surgical', 'Air Filtration Face Protection Dust Mask', 'Face Safety', 'Club Masquerade Ball Party Facial Decoration Mardi Gras Mouth Jewelry', 'Sports', 'Protective PPE', 'Personal Protective Safety', 'Pleated Style', 'Outdoor Face Mask', 'Fabric', 'Suitable for Home, School, Office and Outdoors', 'Cloth', 'Fabric', 'Fashion', 'Cloth Mask with Filter', 'Fabric Face Mask wih Air Mesh', 'Sports Mask', 'Fabric', 'FLUIDSHIELD 3 Fog-Free Procedure Mask', 'Mouth Cover Protection', 'Pocket Resuscitator', 'Fashion', 'Face Shield', 'Cloth', 'Sports', 'Cloth', 'Protective PPE', 'with Breathing Valves', 'Windproof', 'Dust Mask', 'Cloth', 'Cloth', 'Fabric Protective Covers', 'Designer', 'Outdoor', 'Cloth', 'Sports', 'Cloth', 'CPR Mask with 2 Valves']"
Safety Mask,Reusability,"['Reusable', 'Washable', 'Disposable', 'Disposable', 'Reusable', 'Reusable', 'Disposable', 'Disposable', 'Washable, Reusable', 'Washable', 'Disposable', 'Reusable', 'Disposable', 'Reusable', 'Reusable', 'Reusable', 'Reusable', 'Reusable', 'Reusable', 'Reusable', 'Reusable', 'Washable', 'Reusable', 'Reusable', 'Reusable', 'Reusable', 'Washable', 'Washable', 'Washable', 'Reusable Masks', 'Disposable', 'Disposable', 'Reusable', 'Disposable', 'Washable', 'Reusable', 'Washable and Reusable', 'Reusable', 'Disposable', 'Reusable', 'Disposable', 'Washable', 'Washable', 'Single-Use', 'Disposable', 'Reusable', 'Disposable', 'Disposable', 'Disposable', 'Reusable', 'Resuable ', 'WASHABLE', ' Reusable/Washable', 'Reusable', 'Disposable', 'Disposable', 'Reusable', 'Disposable', 'Reusable/Washable', 'Reusable', 'Washable', 'Disposable', 'WASHABLE', 'Washable & Reusable', 'Reusable', 'Disposable', 'Reusable', 'Reusable', 'Disposable', 'Reusable', 'Reusable', 'Disposable', 'Disposable', 'Reusable', 'Disposable', 'Washable', 'Reusable', 'Reusable', 'Disposable', 'Reusable', 'Reusable', 'Eco-Friendly Reusable', 'Reusable', 'Reusable', 'Reusable', 'Washable', 'Reusable', 'Reusable', 'Washable', 'Disposable', 'Reusable', 'Washable', 'Reusable']"
Safety Mask,Material,"['Fabric', 'Nylon/Spandex', 'Assorted Light Gingham', '100% Cotton', 'Cotton', 'Cotton', 'Leather', 'Rhinestone', 'Cotton', 'Cotton', 'Cotton Fabric', '100% Cotton', 'Cotton', 'FABRIC', 'Cotton', 'Cotton', '100% Mulberry Silk', 'cotton', 'Cotton', 'Lace', 'Cotton', 'End-On-End', 'FABRIC', '100% Cotton', 'Cotton', 'Lace', 'Cotton', 'Cotton', 'Non Woven', 'Nanofiber Lining', 'Activated Carbon', 'Cotton', 'Woven', 'Cotton', 'Cotton', 'Non-Woven', '100% cotton', 'Poly-Cotton Outer and 100% Cotton Inner', 'Organic Silk', 'COTTON', '100% Cotton', 'Mesh', 'Cotton Blend', 'Sequins Glitter', '100% Organic Cotton', 'SILK SATIN', 'Spandex', 'Stretchy & Soft', 'COTTON', '100% Cotton Lining', 'Cotton', 'Cotton', 'Lace Pattern', 'Cotton Lining', '100% Mulberry Silk', 'Cotton Fabric', 'Cotton Fabric', 'Silk', 'Cotton', 'Cotton', 'Cotton', 'Premium Quality Cotton', 'Cotton', 'Cotton']"
Safety Mask,Age range,"['kids', 'Kids', 'Youth/Adult', 'adult', 'Adult', 'Adult', 'adult', 'Adult', 'kids', 'Childrens', 'Adult', 'Adult', 'Adult', 'Youth/Adult', 'Kids', 'ADULT/CHILD', 'Fits Men Women and Kids', 'Adult', ""Women's"", 'Kids', 'Kid', 'Adult', 'Adults', 'Women/Men/Children', 'Kids', 'adult', 'Women', 'Adult', 'Adult', 'Kids', 'Adults', 'Kids', 'Women/Men/Children', 'Adult', 'Ages 3-6 Years', 'Age 4-11', 'Kids', 'Adult', 'Kid', 'For Children', 'Adult', 'Adult', 'Adult', 'Kids', 'Adult', 'Adult', ""Kid's"", 'Kids', 'Childrens', 'Adult', ""Women's"", 'Teens', 'Kids', 'Adult/Child & Infant']"
Safety Mask,Color,"['Smile Design', 'Blue', 'Grey', 'Variety Colors', 'Prints and Colors', 'Black', 'Black', 'Olive Paradise/Blue Gem/ Five Pedals', 'First Communion', 'Tye Dye Ombre', 'White', 'Black', 'Black', 'Steampunk', 'Colorful', 'Black Grey Brown Royal Blue', 'White', 'Black', 'Black Dust', 'Teal Multicolor Butterfly', 'Black', 'FLORAL:BLUE, BLACK,PINK', 'White / Cream', 'Black/Black/Navy/Navy/Grey', 'Assorted Colors', 'Cat Design', 'Multicolor', 'Charcoal', 'Black', 'First Communion', 'Black Dust', 'Assorted Solid', 'Black and Slate Grey', 'FLORAL:NAVY-BLUE-PINK', 'Black Flamingo', 'Clear', 'Anime Cartoon', 'White', 'Black Bandana', 'Black', 'Black/Impressionista/Blue Star Medallion', 'Blue', 'White', 'Pink', 'Printed Lace', 'Donuts, Tie-Dye', 'Black', 'White Print/Chambray', 'Color Set', 'Cute Heart Pattern', 'Pink', 'Cocoa', 'Pink', 'Multi Floral', 'Skull', 'Flat Blue', 'Navy', 'Sunshine Design', 'Black', 'Black', 'Tie-Dye, Marble Tie-Dye', 'Black', 'Black', 'Denim Tie Dye', 'Blue', '5-Cartoons', 'Navy', 'Black', 'Ordinary Mouth Mask', 'Black', 'Partial Sequins Pink', 'Blue', 'Black (002)/Silver Chrome', '5 Colors', 'Black', 'White', 'Pink Leopard', 'GOLD, BLACK', 'Multicolor', 'Blue', 'BLACK', 'Black Embroidered Cross', 'Black/Navy/Gray', 'Multicolor', 'Embroidered Flowers', 'Custom', 'Multicolor', 'Gray', 'Emerald Green', 'Pitch Gray (013)/Silver Chrome', 'Unicorn Design', 'Colour', 'Black', 'Blue', 'Black', 'Music Notes', 'Pitch Gray (013)/Silver Chrome', 'Simple Floral', 'Black', 'Champagne', 'Printed', 'White', 'Black Modern Floral', 'Shark Tooth', 'Blue/White', 'Pink', 'White', 'Designer Floral and Animal Patterns', 'Black', 'Black', 'Silver', 'Black', 'Craymoji']"
Safety Mask,Specialty,"['Breathable', 'Comfortable and Breathable', 'Breathable', 'Breathable', 'Lightweight Breathable', 'Breathable', 'Anti Fogging', 'Breathable', 'Breathable', 'Comfortable and Breathable', 'Breathable', 'Breathable', 'Breathable', 'Lightweight Ultra-Breathable', 'Anti Dust', 'Soft and Breathable', 'Lightweight Ultra-Breathable', 'Breathable', 'Breathable', 'Latex Free', 'Breathable', 'Comfortable and Breathable']"
Safety Mask,Size,"['OSFA', 'One Size', 'Medium', 'Medium', 'Adult Size', 'Standard', 'ONE SIZE', 'Medium', 'Size-Adjustable', 'S/M Size', 'M/L/XL', 'One Size', 'Medium', 'One Size', 'Medium', 'One Size', '50PCS', 'One Size', 'Age 3-7', '50pcs', 'Specific Sizes', 'Medium', 'One Size Fits Most', 'Small/Medium', 'Extra Large', 'Standard', 'ADULT', 'L/XL', '5.7x3.7""', 'Large', 'X-Small/Small', 'Age 3-7', 'Adult/Child', 'Large/X-Large', 'Regular', 'Small Size', 'Adult: 6.5"" x 7"" (13"" straps)', 'Adult Size']"
Safety Mask,Certified grade,"['M Plus', 'RF6100-51', 'BFE99', 'PM2.5', 'BVM-3081-001', 'M2', 'KF94', 'L707']"
Safety Mask,Package type,"['Individually Wrapped', 'Sealed Dispenser Box', 'Boxed', 'Mesh Bag', 'Individually Wrapped', 'Boxed', 'Individually Wrapped']"
Safety Mask,Layer,"['3-Ply', '3-Ply', '2 layer', '2 Layer', '3-Ply', '6 Layer', 'Soft 3 Ply', 'Filter Pocket', 'Built-In Filters', 'Activated Carbon Filter Insert', '3 Layer Protection with 2 Cotton Layers & 1 Inner Silk Layer', 'Two-layer', '3 Layer', 'Anti Air Dust Cover', 'Filter Pocket', 'Filters', 'Filter Pocket Wide Cover With Filter', 'Filter Pocket', 'Thick 3-Layers', '3-Ply', '3 Layer', '3 Layer', '3 Ply', '2 Layer', '3-Ply', '3-Ply', '3-Layer', '3-Ply', '3 Ply', '3 Layer', '2-Layer', 'w/filter pocket', 'Replaceable Nanofiber Filter', 'Filter Pocket', '99.9% Effective Carbon Filters', '4-Layers', '3-Layer', '3-Ply', 'Replaceable Nanofiber Filter', 'Double Layer', '3 Ply', 'Includes Filter', '3-Layer', '3-Ply', 'Multilayer', 'Filter Pocket', '3-pack', 'w/SO Soft Lining', '3 Layer', '3-Ply', 'Filter Pocket', '3-Ply', 'Activated Carbon Filters', 'Filter Pocket', 'Filter Pocket', '2-Layer', 'Filter Lining Shield', '3-Layer', '3-Layer', '3 Layer', '3-Layer']"
Safety Mask,Closure type,"['Nose Clip and Ear Loops', 'Nose Wire', 'Adjustable', 'Nose Clip and Ear Loops', 'Adjustable Ear Loops & Nose Wire', 'with/without Nose wire', 'Ear Loop', 'Adjustable', 'Nose Wire & Adjustable Earloops', 'Nose Wire', 'Adjustable Ear Loops & Nose Wire', 'Nose Bridge', 'Nose Wired', 'Adjustable Ear Loops', 'Adjustable Earloop', 'Adjustable', 'Elastic Earloops', 'Nose Wire', 'Earloop', 'Lanyard and Moldable Nose Pad', 'Adjustable Ear loops', 'Adjustable', 'ADJUSTABLE', 'Adjustable to fit', 'Adjustable Ear Loops & Nose Wire', 'Secures Around Head and Neck', 'Adjustable to fit', 'Nose Wire', 'Adjustable Ear-Loops', 'Earloop', 'ADJUSTABLE', 'Elastic Earloop', 'Adjustable Ear Strap', 'Pullout Comfort Earloop', 'Adjustable', 'Adjustable', 'Nose Clip and Ear Loops', 'Adjustable Nose Wire', 'Adjustable', 'Adjustable Strap', 'Adjustable', 'Adjustable', 'Tie-On', 'Adjustable']"
Safety Mask,Country,"['Made in USA', 'Made in the USA', 'US', 'US', 'Made in USA', 'Made in USA', 'Made in USA', 'US', 'Made In USA', 'Made in USA', 'US', 'Made In Canada', 'Made in USA', 'MADE IN USA', 'Made in USA', 'Made in USA']"
Toothbrush,Brand,"['STKYGOOD', 'Colgate 360', 'Piave', 'EcoFrenzy', 'Philips Sonicare Flexcare Plus', 'Philips Sonicare', 'RADIUS', 'Colgate', 'Brush with Bamboo', 'Wowe Lifestyle', 'Arm & Hammer Spinbrush PRO+', 'Brush Buddies', 'Trueocity', 'Colgate', 'JoJo Siwa Brite Beatz', 'Colgate 360', 'Philips Sonicare', ""Doctor Plotka's Mouthwatchers"", 'Philips Sonicare 2 Series', 'Colgate Plus', 'The Humble Co.', 'Oral-B', 'Colgate Extra Clean', ""Tom's of Maine"", 'Colgate Extra Clean', 'Philips Sonicare', 'Firefly', 'Arm & Hammer', 'Philips Sonicare', 'Oral-B', 'Colgate', ""Dr. Brown's"", 'RADIUS TOUR', 'Oral-B Healthy Clean', 'ARM & HAMMER', 'Oral-B', 'Pursonic', ""Disney's"", 'Philips Sonicare', 'Oral-B 7500', ""Disney's"", 'Philips Sonicare DiamondClean Smart 9300', 'Oral-b Vitality', 'Oral-B', 'Spinbrush', 'Colgate', 'FridaBaby SmileFrida', 'Arm & Hammer', 'Nano', 'Curaprox', 'Philips Sonicare DiamondClean Smart 9500', 'Philips Sonicare Healthywhite Plus', 'Oral-B', 'MIND UP', 'Atomy', 'Oral-B', 'Sensodyne', 'Philips Sonicare', 'Philips Sonicare', 'Colgate', 'Wild & Stone', 'Oral-B Pro Health', 'The Brushies', 'Alliebe', 'Colgate 360 Total Advanced', 'Philips Sonicare DiamondClean Smart 9750', 'Colgate', 'Supersmile', 'GUM', 'ECO amenities', 'Sofresh', 'The Brushies', 'GUM', 'Philips Sonicare 3 Series', 'Brush Buddies', 'Brightline', 'Radius', 'Oral-B Genius 9600', 'Braun', 'GUM', 'Colgate', 'Colgate 360°', 'Reach', 'Philips Sonicare DiamondClean Smart 9700', 'Oral B Stage 2', 'YTS', 'Arm & Hammer', ""Disney's"", 'Sewak Al-Falah', 'Al Falah', 'Sulcabrush', 'Disney', 'Arm & Hammer', 'LaBoos Best Nature', 'Oral-B Indicator Color Collection', 'Colgate 360', 'Oral-B CrossAction', 'Mira-Pet', 'Safety 1st', 'Colgate', 'Spinbrush', 'Colgate', 'Colgate', 'Baby Banana', 'Colgate 360', 'Oral-B Pro-Health', 'Brusheez®', 'Oral-B Vitality', 'Philips Sonicare', 'Mind up', 'Philips Sonicare 2 Series', 'Barbie', ""My Dentist's Choice"", 'The Brushies', 'Oral-B Pro-Health', 'Peppa Pig', 'Arm & Hammer Clinical Care', 'Glister', 'Oral-B', 'Oral-B', 'Philips Sonicare', 'Virbac C.E.T.', 'Arm & Hammer', 'Daletu', 'GUM', 'Philips Sonicare', 'Colgate', 'Crayola', 'GUM®', 'Wild & Stone', 'Colgate 360', 'Nuby Nananubs', 'Philips Sonicare', 'Philips Sonicare Protective Clean 6100', 'Philips Sonicare', 'Dr. Collins Perio', 'FactorDuty', 'Colgate Total 360', 'Braun-Braun Oral B', 'Desert Dress', 'Oral-B Pro 1000', 'Firefly']"
Toothbrush,Age,"['2 Months-6 Years', 'Child Size', 'Kids 6 Months and Up', '2+ Years', '0-2 Years', 'Adult', 'Kids', 'Toddler', 'Kids', 'Kids & Baby', 'Infant-to-Toddler', 'Kids', 'Kids 6+', 'Adult', 'Kids', 'Kids', 'Baby', 'Baby & Toddler', 'Children', 'Ages 0-2', 'Baby & Toddler', 'Totz', 'Baby', 'Kids', 'Children and Toddlers 3+', 'Kids', 'Kid’s', 'Kids', 'Junior', 'Kids', 'Infant, Baby, and Toddler', 'Ages 3+', 'Perfect Gifts for Kids', 'Baby and Toddlers', 'Baby & Toddler', 'Little Children Ages 2+', ""Children's"", 'Kids', 'Ages 3+', 'Kids', 'Kids', 'Adult', 'Adult']"
Toothbrush,Specialty,"['Finger Toothbrush', 'Enamel Health', 'BPA Free', 'Classic', 'ADA Accepted', 'BPA Free', 'Deep Clean', 'Training', 'Premier Classic Clean', 'Naturally Whitening', 'Essence', 'Antimicrobial Floss Bristle', 'plaque control', 'Tongue Cleaner', 'BPA Free', 'Superior Clean', 'Full Head Toothbrush', 'Natural', 'Fresh Breath Kit', 'Eco Friendly', 'Bluetooth', 'Genius 6000', 'Extra Clean', 'Toothbrush Set', 'Travel Brush', 'Spinbrush Pro-Clean', 'Compact', 'Portable', 'Gum Health', 'Floss Action', 'PRO WHITEN', 'Extra Clean', 'The ToothHugger', 'Pro-Health All-in-One Toothbrush', 'Small Head Regular Type', 'Precision', 'DiamondClean', 'Exclusive', 'Total Clean in Between', 'Eco Friendly', 'Sugar Defense', 'Fragile Gums', 'Floss-Tip Bristle Toothbrush', 'My First Toothbrush', 'New Generation', 'MicroTip Toothbrush', 'disposable', 'Flossing Toothbrush', 'Technique Deep Clean', 'Gum Health', 'ADA Accepted', 'Bluetooth Connectivity', 'End-Tuft', 'Whitening', 'Advanced Optic White', 'SpinBrush', 'Traditional Natural Toothbrush', 'Natural', 'With Timer App', 'Spinbrush', 'Best Biodegradable Toothbrush for Gingivitis and Sensitive Teeth', 'Deep Reach', 'Ultrasound', 'PRO CLEAN', 'Cavity and Gum Protection', 'Training Teether', 'Total Whitening', 'Gum Care', 'Easy On/Off', 'Dual Clean', 'ProtectiveClean', 'plaque control', 'Premium', 'CrossAction Bristles', 'Travel Dental Kit', 'Advanced', 'Bluetooth Connectivity', 'Teeth Whitening Kit', 'Charcoal Whitening Therapy', 'Optimal Plaque Control', 'Spinbrush', 'Sustainable', 'Technique Sensitive Care', 'Healthy White', '360 Advanced Whitening', 'Eco Friendly', 'Massaging Toothbrush', 'ProtectiveClean 4100', 'Premium Plaque Control', 'DiamondClean Smart 9300', 'Standard Classic', 'Advance Power', 'Arabic', 'Standard Classic', 'CrossAction', 'Light-up Toothbrush']"
Toothbrush,Material,"['Silicone', 'Tynex Bristle', 'Bamboo', 'Plant-Based Bristles', 'Wood', 'Silicone', 'Silver', 'Bamboo', 'Wooden', 'Bamboo', 'Miswak', 'Sewak', 'Bamboo', 'Wood', 'Bamboo', 'Sewak']"
Toothbrush,Color,"['Blue+Pink+Green', 'Gold', 'Color Safe', 'Purple', 'Clear', 'Assorted Colors and Packs', 'Multicolor', 'Multi Color Set', 'Light Up', 'Grey', 'Mid-Blue', 'Blue/White', 'Scuba Blue', 'Kylo Ren Lightsaber', 'Pink', 'Orchid Purple', 'Pink', 'Purple', 'Assorted colors', 'Finding Dory', 'Black', 'Black', 'Minnie Mouse', 'Rose Gold', 'Love Theme', 'Blue and White', 'Orchid Purple', 'Color May Vary', 'Blue', 'Black is White', 'Pink', 'Sparkle & Shine', 'Colors May Vary', 'Pink', 'Four Colours', 'Lunar Blue', 'Color Light Blue', 'Clear', 'White', 'Assorted Colors', 'Willa The Whale', 'Peppa Pig', 'Mint Green', 'Rose Gold', 'Rose Gold', 'Soft', 'Lunar Blue', 'Minnie Mouse/Mickey Mouse', 'ORANGE', 'Spiderman', 'Frozen', 'Frozen', 'Spiderman', 'Color', 'Color May Vary', 'Blaze', 'Gold or Blue', 'Bunny', 'Trolls', 'Sharky', 'Buddy The Bear', 'White', 'White', 'Chomps The Dino', 'color may vary', 'Sakura Pink', 'Pink', 'Black', 'Multi-color', 'Assorted color', 'Lavender', 'Assorted Colors', 'Monsterz', 'Four Colors', 'Yellow', 'White', 'White', 'White', 'Colors May Vary', 'colors vary', 'Green', 'Hello Kitty']"
